topic,aliases,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
engineering_core,,"The Engineering Core serves as the operational heart of Mothership Zeta, dominated by a central Power Core and surrounding energy infrastructure. This area became a rallying point for abducted humans, including a samurai, a cowboy, and a medic, who established barricades while fighting through the vessel. The upper deck connects to critical ship systems like cryo labs and maintenance areas. As the captives sabotaged the ship, the core showed signs of malfunction and disrepair. Following the crisis, the Engineering Core remained accessible while other sections were sealed, though stray aliens occasionally appeared.",mothership_zeta,The Engineering Core is the central operational hub of the alien vessel Mothership Zeta. It contains the ship's primary Power Core and connects to major systems like the hangar and maintenance decks. Abducted humans used this area as a base of operations during their revolt against the alien crew.,blocked,"alien power core,alien vessel infrastructure,captive gathering point,mothership zeta hub,ship engineering section",location
followers_history,,"The Followers of the Apocalypse trace their origins to former vault dwellers and individuals living near the Glow in San Diego. A spreading sickness forced the group northward, and during this journey, their future leader Nicole lost her parents. This tragedy shaped the organization's founding ethos: Nicole declared that 'it was time the killing stopped' and sought to restore the land to its pre-War condition. The Followers are not religious but are guided by principles of education, medical service, and research. They established their headquarters in the Boneyard Library, offering free classes and teaching farmers techniques such as crop rotation. Researchers study pre-War history and tribal culture, even organizing expeditions to document tribal dialects. Edward Sallow and Bill Calhoun were dispatched to the Grand Canyon on such a mission. By 2280, the Followers maintained outposts in every major NCR city. In the Mojave, administrator Julie Farkas established a regional hub at the Old Mormon Fort, emphasizing 'the free exchange of ideas.' Members there research alternative medicines from local flora, review HELIOS One technology, and assist communities like Westside with desert agriculture. The Followers work alongside the NCR to serve refugees while also addressing damage from NCR expansion. Their membership process is selective, with administrators assigning recruits based on skill sets.","followers_of_the_apocalypse,historian,researcher,doctor,medic","The Followers of the Apocalypse are a humanitarian organization founded by former vault dwellers near the Glow in San Diego. A spreading sickness forced them northward, during which their leader Nicole lost her parents. She founded the group on the principle that 'the killing stopped' and the land should be restored to its pre-War state. The Followers provide education, medical services, and conduct research from their base in the Boneyard Library and their Mojave hub at the Old Mormon Fort.","capital_wasteland,mojave","boneyard library,followers of the apocalypse,humanitarian organization,mojave outpost,nicole founder,old mormon fort",history
new_vegas_preservation,,"Robert Edwin House was born in 2020 in the Las Vegas area. Orphaned young and cheated out of his inheritance by his brother Anthony, House attended the Commonwealth Institute of Technology and founded RobCo Industries at twenty-two. Within five years, RobCo was among the world's most profitable corporations. On April 14th, 2065, House predicted atomic war within fifteen years and began devising defensive technologies to protect Las Vegas. He commissioned the Platinum Chip, containing vital software upgrades for Securitron robots and the city's missile defense grid, and integrated himself into the Lucky 38's subsystems via a cerebral interface to extend his lifespan. When war came in 2077, the Chip was lost in transit. House's mainframes nonetheless forced disarm codes to sixty-eight warheads, and Lucky 38 laser cannons destroyed nine more. Software cascades forced him to take the reactor offline, and he fell into a coma for decades. After waking, he recruited the tribes that became the Three Families, cleared the Strip of raiders, and filled Vault 21 with concrete after winning it through gambling. When NCR scouts entered the Mojave, House leveraged his Securitrons and tribal forces to negotiate a treaty: the NCR received Hoover Dam and McCarran Airport, while New Vegas retained independence and received five percent of the dam's power output. House then hired couriers to transport the recovered Platinum Chip, though it was intercepted by Benny, leader of the Chairmen.","historian,brotherhood_of_steel,researcher,traveler",Locals know Mr. House as the reclusive ruler of the New Vegas Strip who saved the city from nuclear destruction in 2077 using advanced technology. He later recruited tribal groups to become the Three Families and built New Vegas into what it is today. He negotiated a treaty with the NCR that keeps the Strip independent while the NCR controls Hoover Dam.,"mojave,common","hoover dam treaty,lucky 38,new vegas strip,platinum chip,robert house,securitron defense grid",history
tenpenny_tower_society,,"Before the Great War, Tenpenny Tower functioned as a luxury resort built on the foundations of a plantation. The ghoul Michael Masters, once an eminent scientist, vacationed there and recalled it as a destination for the wealthy and powerful. By 2277, the tower had become a private residential and commercial compound under Allistair Tenpenny, an entrepreneur from England who arrived, saw the structure on the horizon, and decided it suited his purposes. He hired workers to restore the building and siphon electricity from the underground DC Metro system. Tenpenny admitted only those with sufficient caps, barring ghouls entirely. The lobby hosts shops, a bar tended by a Protectron named Shakes, and a clinic. Penthouse residents enjoy balconies where Tenpenny conducts his 'wasteland safari,' firing at targets below with a sniper rifle. Chief Gustavo manages security and fixates on the 'ghoul problem' posed by Roy Phillips and his followers, who seek entry. The tower's social structure is rigidly stratified: wealthy humans occupy the suites, traders conduct business in the lobby, and armed guards enforce Tenpenny's exclusionary policies. The tension between the tower's privileged inhabitants and the ghouls denied entry reflects the broader Capital Wasteland divide between human and ghoul communities.","tenpenny_tower,historian,researcher","Tenpenny Tower is a fortified settlement west of the DC ruins, built from a pre-War luxury resort. Allistair Tenpenny, an English entrepreneur, owns it and only allows the wealthy to live there. The compound has shops, a bar, and a clinic. Chief Gustavo runs security and is known for keeping ghouls out.",capital_wasteland,"allistair tenpenny,capital wasteland resort,chief gustavo,elitist settlement,ghoul exclusion,tenpenny tower",culture
republic_of_dave_government,,"The land now called the Republic of Dave began as a compound founded by a pre-War separatist militia that believed the United States government had been corrupted by communism. Throughout its history, the settlement has been known successively as the Kingdom of Larry, the Republic of Stevie-Ray, Billsylvania, the New Republic of Stevie-Ray, and the Kingdom of Tom. Dave, Tom's son, was exiled from the Kingdom of Tom and wandered the wastes gaining experience before returning roughly two decades ago to assume control from his father, renaming it the Republic of Dave. The government is a microcosm of bureaucratic institutions, featuring a Capitol building, a Tourism Office, a Bureau of Dave-like Activities, a museum, a school, and the Army of Dave, which consists of Dave as commander and Bob as second commander. Dave rules with absolute authority, demanding the title 'Mr. President' and threatening execution for disrespect. The compound comprises four primary buildings, a playground, and a brahmin pen. Visitors cannot become citizens but may request asylum or 'special asylum' as refugees, the latter requiring an 'unwanted immigrant tax' of 250 caps or a hunting rifle. The republic holds elections, though Dave's dominance over the process raises questions about its democratic legitimacy. Residents are taught that Earth is at least fifty times the size of a model globe, and a brahmin skull in the museum is presented as a deathclaw skull.","republic_of_dave,historian","The Republic of Dave is a small farming community in the northeastern Capital Wasteland, east of Old Olney. Dave, the current ruler, renamed it after taking over from his father. He insists on being called 'Mr. President' and demands respect from all visitors under threat of expulsion or worse.",capital_wasteland,"dave president,kingdom of tom,microstate government,northeastern capital wasteland,republic of dave,separatist militia compound",culture
legate_s_camp,,"The Legate's Camp is a fortified encampment east of Hoover Dam, surrounded by cliffs and mountains that provide a natural defense. It serves as the forward staging ground for Caesar's Legion forces during the campaign for the dam. The entrance is guarded by Praetorian Guards and a caged pack of Legion Mongrels. Prime Legionaries patrol the grounds. At the summit stands the Legate's War Tent, where Legate Lanius commands the operation. The interior contains evidence of captured NCR soldiers being tortured and mutilated. The camp is generally inaccessible until the final stages of the Hoover Dam campaign.",caesars_legion,"Rumors circulate among NCR soldiers and Mojave locals that Caesar's Legion maintains a fortified camp east of Hoover Dam, surrounded by cliffs. It is said to be the staging ground for Legate Lanius and his forces as they prepare for the campaign to take the dam.",mojave,"caesar legion stronghold,hoover dam staging,legate lanius camp,legion war tent,mojave fortified camp,praetorian guard post",location
searchlight_north_gold_mine,,"The Searchlight North Gold Mine is a pre-war extraction site located northeast of Camp Searchlight. The cavern system consists of a branching network of tunnels that now serve as a hazardous ruin. The interior is heavily infested with feral trooper ghouls and glowing ones, believed to be the remnants of soldiers caught in the radiation incident that devastated Camp Searchlight. Scavengers may find sticks of dynamite scattered throughout the mine, though the dangers of the radiation and the aggressive ghoul population make exploration a deadly prospect.","camp_searchlight,hunter,survivalist","The Searchlight North Gold Mine is a small cavern system northeast of Camp Searchlight. It is infested with feral trooper ghouls and glowing ones, likely soldiers trapped there during the local radiation incident. The mine is a dangerous ruin filled with old explosives.",mojave,"camp searchlight area,dead prospector key,dynamite cache,feral trooper ghouls,glowing ones cavern,searchlight gold mine",location
el_dorado_gas_and_service,,"El Dorado Gas & Service is a pre-war roadside station situated along Highway 95, lying northeast of HELIOS One and southwest of Boulder City. The facility features a service bay marked by graffiti and grounds equipped with a campfire and storage containers, serving as a practical waystation. The location is currently occupied by Viper Gunslingers, who utilize the site as a camp. Positioned between NCR and Legion territories, the station is a frequent site of factional violence, where NCR Rangers or Legionary Assassins often ambush travelers who have fallen out of favor with the major powers in the region.","traveler,merchant","El Dorado Gas & Service is an abandoned gas station along Highway 95, northeast of HELIOS One. It serves as a waypoint with a campfire and makeshift beds, though it is usually occupied by Viper Gunslingers. Its location between NCR and Legion territory makes it a dangerous stop.",mojave,"el dorado gas station,helios one nearby,highway 95 roadside,lonesome drifter camp,sunset sarsaparilla billboard,viper gunslinger camp",location
jacobstown_bungalow,,"The Jacobstown Bungalows are a cluster of seven cabins situated on the western side of Jacobstown, arranged in two rows. While several cabins are locked or inaccessible, those that are open offer lodging for travelers passing through the settlement. One bungalow contains a grim scene where a skeleton lies on the floor, surrounded by playing cards and poker chips arranged on a table, suggesting the occupant was killed for cheating. The cabins are furnished with basic amenities, including beds and tables, and stand as a quiet residential area within the larger super mutant community.",jacobstown,"The Jacobstown bungalows are a group of cabins on the western side of Jacobstown. A few are accessible to visitors and contain basic furnishings. One cabin holds a skeleton and a card table, suggesting a deadly dispute over a game of cards occurred there.",mojave,"card cheat skeleton,grognak comic book,jacobstown bungalows,nuka cola victory,sunset sarsaparilla cap,western jacobstown cabins",location
pennsylvania,,"Pennsylvania was a pre-War American state known as the Keystone State, playing a significant role in the nation's history and industry. It was home to industrial businesses like the Holland Chase Concrete Company in Pittsburgh and military installations such as Raven Rock. During the Great War, the state absorbed confirmed nuclear strikes, with Pittsburgh transforming into the industrial ruin known as the Pitt. The state's cultural legacy, including references to the Liberty Bell and pre-War baseball teams, persisted in post-War radio broadcasts and historical records, while National Guard units operated in the area during the immediate aftermath of the conflict.",historian,"Pennsylvania was a pre-War American state, nicknamed the Keystone State. It suffered nuclear strikes during the Great War, with Pittsburgh becoming the ruined settlement known as the Pitt. The state is historically tied to the Liberty Bell and various pre-War industries.",common,"keystone state,liberty bell inscriptions,pennsylvania national guard,pittsburgh the pitt,pre war american state,raven rock location",location
the_mill,,"The Mill serves as the industrial center of the Pitt, functioning as a pre-War metal foundry now operated by raiders using forced labor. Its strategic importance stems from the Ammo Press, a machine utilized to supply the raider army with munitions. The facility connects downtown, uptown, and the Steelyard. Within its walls, the Hole acts as a combat arena where slaves battle for the amusement of their overseers. Raiders maintain strict control over production, though some enslaved workers secretly fabricate weapons for the rebellion.","the_pitt,raider","The Mill is a metal foundry located in the Pitt, linking downtown, uptown, and the Steelyard. Before the Great War, it processed molten metal using industrial furnaces. In the post-War era, slaves manufacture metal goods under raider guard. The facility features an Ammo Press used to equip the raider army and the Hole, an arena used for combat.",capital_wasteland,"ammo press facility,marco rebel weapons,raider slave labor,steel ingot collection,the hole arena,the pitt foundry",location
abandoned_apartments,,"The Abandoned Apartments are a multi-story residential structure located in the Pitt's Uptown district. The pre-War layout originally included ground-floor rooms and a kitchen, with apartments situated on the upper levels. Significant structural decay has complicated movement between the floors, and the third level is currently inhabited by Trogs. A mysterious Morse code transmission audible within the building decodes to a quote from Friedrich Nietzsche, serving as a haunting echo of pre-War culture. The building occupies a dangerous zone situated between raider territory and Trog-infested ruins.",the_pitt,"The Abandoned Apartments are a ruined residential building in the Pitt's Uptown district. The structure features multiple floors, though access between them is hindered by structural decay. Trogs have established themselves on the upper levels of the building.",capital_wasteland,"abandoned residential ruin,hat of the people,morse code transmission,nietzsche beyond good evil,the pitt uptown,trog infested building",location
presidential_metro,,"The Presidential Metro is a classified pre-War government transit system connecting key federal installations in the Washington area, including the White House and the Capitol Building. Managed by the automated M.A.R.Go.T. computer, the system controls trains and robotic defenses. The tunnels are defended by sentry bots and turrets, though feral ghouls have breached the perimeter. The line ceased operation around the time of the Great War, leaving behind a secure but hazardous network beneath the capital.","enclave,engineer,soldier","The Presidential Metro is a classified pre-War government transit system connecting key federal installations in the Washington area, including the White House and the Capitol Building. Managed by the automated M.A.R.Go.T. computer, the system controls trains and robotic defenses. The tunnels are defended by sentry bots and turrets, though feral ghouls have breached the perimeter.",blocked,"adams air force base,feral ghoul reavers,margot automated system,pre war government transit,sentry bot defense,white house tunnels",location
fallen_rock_cave,,"Fallen Rock Cave is a geological formation situated within Zion Canyon. Before the Great War, a United States Geological Survey team established a food cache inside the cavern before fleeing the area. Following the nuclear destruction of Salt Lake City, the survivalist Randall Clark utilized this cave as a shelter for several months. He survived on the team's abandoned provisions and local water sources until radiation levels in the region subsided. The site stands as a testament to both pre-war scientific efforts and the harsh post-war survival tactics employed by those living in the canyon.",zion,"Fallen Rock Cave is a cavern in Zion Canyon located across from Angel Cave. A pre-war United States Geological Survey team stockpiled food there before evacuating. The survivalist Randall Clark later used the cave as a shelter for months, relying on the abandoned supplies and water until radiation levels dropped.",mojave,"eastern virgin,geological survey team,randall clark shelter,survivalist cache,trapped cave,zion canyon cave",location
three_marys,,"The Three Marys is a notable rock formation and cavern system located within Zion Canyon, named for three large rocks standing along the river. The site serves as the primary camp for the White Legs tribe, who have occupied the caverns and established sleeping facilities within. The canyon floor surrounding the formation is heavily littered with debris, reflecting the tribe's scavenging habits. The cavern system offers a passage that bypasses a western bend in the river, often necessitated by rockfalls blocking the main path. White Legs warriors, including Storm-Drummers, frequent the area, using it for target practice and defense.","historian,zion",The Three Marys is a cavern system in Zion Canyon named for three large rock formations. It serves as the main camp of the White Legs tribe. The caverns provide a shortcut past a bend in the river and are filled with debris brought in by the tribe.,mojave,"cavern shortcut,river canyon,rock formation,tribal encampment,white legs camp,zion canyon location",location
east_fork_bridge,,"The East Fork Bridge is a strategic structure on Route 9 in Zion Canyon, spanning Pine Creek Canyon toward the Pine Creek tunnel. Occupied by White Legs guards, the crossing is heavily trapped and defended. The area surrounding the bridge is notoriously perilous, hosting a variety of hostile wildlife including green geckos, yao guai, and cazadores, alongside tribal warriors. Control of the bridge is vital for traversing the rugged terrain of the region. The structure occupies the geographical site of the pre-war Upper Pine Creek Bridge, serving as a key passage through the park's hazardous landscape.","historian,zion","The East Fork Bridge is a bridge on Route 9 in Zion Canyon that spans Pine Creek Canyon. Held by White Legs guards and rigged with traps, it provides access to the Pine Creek tunnel. The area is dangerous due to the presence of hostile creatures and tribal warriors.",mojave,"canyon passage,pine creek canyon,route 9 crossing,trapped bridge,white legs territory,zion canyon bridge",location
the_think_tank,,"The Think Tank is a dome-shaped research facility in the Big Mountain crater and the operational center of the scientists who share its name. Doctors Klein, 8, Borous, Dala, and 0 survive as disembodied brains within robotic containers, continuing the strange research culture established before the Great War. Radar arrays, silos, and experimental sites across Big MT reflect their influence. The surrounding grounds are dangerous, with lobotomites and nightstalkers roaming among abandoned projects shaped by decades of reckless experimentation.",big_mt,"The Think Tank is Big MT's central research facility and home to five pre-War scientists surviving as floating brains. Their experiments influence the crater, whose grounds remain dangerous and unpredictable.",blocked,"big mt facility,lobotomite territory,old world blues,scientist residence,the sink,think tank dome",location
high_road_entrance,,"The High Road Entrance represents the fractured remains of Hopeville's central highway, a pre-war thoroughfare now reduced to rubble by the catastrophes that shaped the Divide. Collapsed skyscrapers and derelict vehicles form a labyrinthine path through what was once a thriving city. The area is inhabited by marked men, ghoul-like survivors of the Divide's nuclear detonations who retain enough intelligence to organize and defend territory. Among them is Beast, one of several unique marked men encountered along the High Road, distinguished by a distinctive marked beast face helmet. A commissary terminal, a pre-war automated supply unit, remains operational on the back of a truck near Beast's encampment, offering surplus military goods. A large hospital cross sign lies fallen across the road beyond the terminal, a remnant of Hopeville's pre-war civic infrastructure. The surrounding ruins include a large building near the Crow's Nest where fleeting glimpses of a lone figure have been reported, though such sightings remain unconfirmed and difficult to verify.","historian,traveler,survivalist","The High Road Entrance is a ruined stretch of highway in the Divide, once cutting through the center of Hopeville. Fallen skyscraper fragments and abandoned vehicles litter the roadway. A commissary terminal is mounted on a truck near the encampment of a marked man known as Beast. The area serves as a gateway into the deeper reaches of the Divide's shattered elevated roadways.","divide,mojave","commissary terminal,crow's nest vicinity,divide highway ruins,fallen skyscraper debris,hopeville central road,marked men territory",location
sunstone_tower_roof,,"Sunstone Tower stands in the Ashton area of the Divide, a region devastated by nuclear and seismic catastrophe. The structure connects to the Ashton Missile Silo, though blast damage has restricted access to limited areas. Stairways lead to the roof and its helipad. The tower contains remnants of pre-war military documentation, including a Chinese Army training manual and personal journals from soldiers like Private Foster. Ulysses log entries found near the tower offer insights into the Divide's history and the nearby Y-17 medical facilities. Once part of a dense civic district, the tower now overlooks a landscape of skeletal ruins.","historian,traveler,survivalist","The Sunstone Tower Roof is accessible by climbing a blast-damaged tower in the Divide that connects to the Ashton Missile Silo. The roof features a helipad, indicating pre-war military use. The surrounding area consists of ruined buildings and cliff faces, with the interior largely destroyed by the region's disasters.","divide,mojave","ashton missile silo exit,blast damaged interior,chinese training manual,divide tower helipad,private foster journal,ulysses log y-17",location
us_army_field_headquarters,,"The U.S. Army Field Headquarters was a forward operating base established during the liberation of Anchorage. Organized around a central flagpole, the encampment included a command tent, a quartermaster's tent, a medical tent run by Dr. Adami, a workout tent, and a warehouse for T-51b power armor. The quartermaster distributed weapons, occasionally issuing specialized Gauss Rifles. Dr. Adami's tent contained holotapes regarding the use of Psycho, a combat stimulant developed by Chase's R&D group and administered to soldiers despite severe side effects. Chinese bombers frequently flew over the headquarters, likely for reconnaissance, while a ham radio in the command tent handled military communications.","historian,soldier","The U.S. Army Field Headquarters is a military encampment arranged around a central flagpole, serving as the base for U.S. forces during the Anchorage campaign. It features command, quartermaster, and medical tents, along with a warehouse storing Winterized T-51b Power Armor.","anchorage,capital_wasteland","anchorage army headquarters,dr adami medical tent,psycho development holotape,quartermaster weapon distribution,sino-american war anchorage,winterized t-51b storage",location
listening_post,,"The Listening Post on Calliway Ridge was a strategic Chinese intelligence installation during the occupation of Anchorage. Its elevated position allowed for effective signal interception and communications monitoring. Staffed by Chinese military personnel operating sensitive decoding equipment, the post was a high-priority target for American forces. The U.S. Army aimed to capture the facility intact to access Chinese intelligence and decipher enemy transmissions regarding force dispositions. As part of the broader network of Chinese defensive positions in the Anchorage theater, its capture was vital to the success of the liberation campaign, one of the last major conventional engagements before the Great War.","soldier,historian,researcher",The Listening Post is a military installation on Calliway Ridge occupied by Chinese forces during the Anchorage campaign. It housed communications equipment used for intercepting and decoding transmissions. The U.S. Army targeted the post to secure this intelligence for American operations.,anchorage,"anchorage campaign objective,calliway ridge outpost,chinese intelligence equipment,military communications post,signal decoding facility,sino-american war anchorage",location
scrap_repair,,"Repair represents one of the most vital technical competencies in the post-war world, encompassing the ability to restore functionality to degraded or broken equipment using available materials and components. In the Capital Wasteland and Mojave Wasteland alike, the scarcity of intact manufactured goods means that virtually every functional item—whether a firearm, suit of armor, piece of machinery, or electronic device—eventually requires maintenance. Practitioners of repair typically salvage parts from identical or similar items, cannibalizing one object to restore another. This practice has become so ingrained in wasteland culture that traveling merchants, settlement technicians, and even solitary scavengers routinely carry spare components and partial duplicates of their essential gear. The skill bridges the gap between the pre-war industrial world, which produced goods of remarkable durability but no longer exists, and the harsh reality of post-nuclear survival, where a malfunctioning weapon or breached suit of armor can mean death. Brotherhood of Steel knights, NCR armorers, and independent mechanics all depend on repair expertise to keep aging technology operational.","engineer,gunsmith,soldier","Repair is a practical skill widely used across the wasteland for fixing damaged equipment, weapons, armor, and mechanical devices. Wastelanders, scavengers, and technicians rely on it to keep gear functional in a world where new manufactured goods are scarce. The ability to salvage components from ruined items and apply them to similar equipment is essential for survival, allowing dwellers and travelers to maintain their tools and protective gear without access to pre-war factories or supply chains.",common,"equipment maintenance,repair skill,salvage components,technical competency,wasteland technology",technology
prewar_propaganda,,"Pre-war American propaganda was a pervasive instrument of state and corporate power, deployed across every medium available to shape public opinion during a period of escalating international tension and eventual nuclear war. The United States government promoted patriotism, consumerism, and anti-Communist vigilance through civil defense posters, radio broadcasts, leaflets, and school programs. The Anchorage Reclamation campaign was portrayed as a heroic struggle, while Galaxy News Network broadcasts depicted soldiers as peacekeepers in annexed Canada and even aired executions of Canadian prisoners of war beneath patriotic messaging. Corporate entities including Vault-Tec, Nuka-Cola, RobCo, and Poseidon Energy framed their products as essential to national security, blending commercial advertising with patriotic themes. Children were targeted through programs like the Possum Junior Roboticist Tour and Pioneer Scout exams, which taught that all foreign ideologies were baseless and inferior. The Liberty Prime robot was programmed to recite anti-Communist slogans. Citizens were encouraged to report suspected sympathizers via hotlines. Post-war, the Enclave presented itself as the legitimate continuation of the U.S. government while vilifying wasteland inhabitants, the NCR used posters and speeches to promote democracy and expansion, and Tabitha's State of Utobitha broadcast spread pro-mutant propaganda from Black Mountain.","historian,researcher,enclave,ncr","Before the Great War, the United States government and major corporations used propaganda extensively through posters, radio broadcasts, educational materials, and advertising to promote patriotism, consumerism, and vigilance against Communism and China. Civil defense campaigns urged citizens to prepare for nuclear conflict. Companies like Vault-Tec, Nuka-Cola, and RobCo blended commercial advertising with patriotic themes. After the war, factions such as the Enclave and the NCR adopted similar propaganda methods to advance their own agendas.",common,"anti-communist messaging,civil defense posters,corporate advertising,galaxy news network,postwar faction propaganda,prewar propaganda,vault-tec propaganda",culture
military_industrial_complex,,"The United States Armed Forces constituted the pre-war federal military establishment of the United States, organized into five distinct branches: the Army, Navy, Marines, Air Force, and Coast Guard, with the United States Space Administration also noted as a associated federal body. This vast military-industrial complex represented the culmination of decades of American industrial capacity, technological development, and strategic ambition, particularly during the escalating Sino-American conflict that defined the late pre-war era. The armed forces conducted major operations including the Anchorage Reclamation, a campaign to retake Alaska from Chinese occupation that became a centerpiece of patriotic propaganda, and oversaw the annexation of Canada, where American forces were depicted as peacekeepers despite documented atrocities. The military drove development of transformative technologies such as power armor, which revolutionized infantry combat, advanced energy weapons, vertibird aircraft, and robotic combat units including Liberty Prime. Defense contractors like Poseidon Energy, General Atomics, and RobCo Industries supplied the military with increasingly sophisticated hardware. The armed forces also maintained facilities across the continent, from training camps like Camp McClintock to research installations. The institutional collapse of this military apparatus during the Great War left surviving caches of equipment, installations, and technology that post-war factions including the Brotherhood of Steel and the Enclave would later claim as their inheritance.","historian,researcher,soldier","The United States Armed Forces were the pre-war federal military forces of the United States, comprising five branches: the Army, Navy, Marines, Air Force, and Coast Guard. This massive military apparatus represented the industrial and strategic might of pre-war America, conducting operations such as the Anchorage Reclamation against Chinese forces and overseeing the annexation of Canada. The armed forces wielded advanced technology including power armor, energy weapons, and robotic combat units.",common,"anchorage reclamation,defense contractors,military branches,military technology,prewar military,sino-american conflict,united states armed forces",history
desert_rangers_history,,"The Desert Rangers emerged as a survivalist organization in the Nevada area, tracing their ideological heritage to the Texas Rangers and adopting a mission to improve the wasteland incrementally through survival and combat skills. They traveled the post-war Southwest protecting settlements from raiders and hostile tribes, building a reputation as capable and principled defenders. Their operations extended into Arizona, where they eventually encountered Caesar's Legion. The resulting conflict went badly for the Rangers despite their superior training and equipment, as Legion forces substantially outnumbered them and their ranks dwindled steadily. Pushed out of Arizona, the Desert Rangers appealed to the New California Republic for assistance, resulting in the Ranger Unification Treaty signed in 2271. Under the treaty's terms, the Desert Rangers were absorbed into the New California Republic Rangers as a single cohesive group. In exchange, the NCR assumed responsibility for protecting Hoover Dam, New Vegas, and southern Nevada against the Legion. A monument outside the Mojave Outpost commemorates the treaty's signing, honoring the Desert Rangers' legacy and their sacrifice. The merger represented a significant consolidation of defensive forces in the Mojave region, bringing the Rangers' institutional knowledge and combat traditions under the NCR's broader organizational structure while preserving their identity within the unified ranger force.","historian,researcher,ncr,great_khans","The Desert Rangers were a group of survivalists originating from the Nevada area who also operated in Arizona. They traced their heritage to the Texas Rangers and dedicated themselves to protecting wasteland inhabitants from raiders and violent tribes. Their superior training and equipment were ultimately insufficient against Caesar's Legion in Arizona, leading to their merger with the New California Republic Rangers under the Ranger Unification Treaty of 2271.",mojave,"arizona campaign,caesar legion conflict,desert rangers,mojave outpost monument,ncr rangers,ranger unification treaty,texas rangers heritage",history
coyote_tail_ridge,,"Coyote Tail Ridge is a modest hill overlooking the Mojave Wasteland, infamous for its role in the Bitter Springs massacre. First Recon snipers occupied this vantage point to intercept Great Khans fleeing through Red Pass. Despite reports that the column included non-combatants, NCR command ordered the snipers to fire until their ammunition was exhausted. The graves of the victims lie along the northeast trail, marked by a sign bearing the NCR bear. Cazadores have since established a nest in the area, making the site hazardous. The ridge remains a somber reminder of the brutal cost of the NCR's campaign against the Great Khans.","soldier,ncr,great_khans",Coyote Tail Ridge is a hilltop overlook southwest of Bitter Springs. First Recon snipers were stationed here during the massacre of the Great Khans at Red Pass. NCR command ordered the soldiers to fire on fleeing non-combatants until their ammunition was depleted. The graves of those killed lie within sight of the ridge to the northeast.,mojave,"bitter springs massacre,first recon snipers,great khan graves,mojave wasteland ridge,ncr military history,red pass overlook",location
searchlight_west_church,,"The Searchlight West Church stands as a ruined religious structure within Camp Searchlight, a former NCR outpost devastated by a catastrophic radioactive event. The building's roof has collapsed, leaving the sanctuary exposed to the harsh Mojave elements. A Mark III turret, reinforced by sandbag fortifications, guards the exterior perimeter. The site retains a pre-war identity through a sign displaying a bingo schedule and a quote from Revelation 9:6, symbolizing the area's descent from a civilian community into an irradiated wasteland. The structure is currently associated with a group of prospectors who utilize the adjacent underground facilities.",ncr,"A ruined church located in Camp Searchlight, featuring a collapsed roof and an automated turret guarding the exterior. The site is occupied by prospectors utilizing the nearby underground storage areas. The signage outside still displays pre-war bingo advertisements and biblical scripture.",mojave,"camp searchlight church,irradiated camp searchlight,logan prospectors refuge,mark iii turret,mojave wasteland ruins,searchlight ncr storage",location
cell_block_a_and_b,,"Cell Block A and B form the core detention housing of the NCR Correctional Facility, a prison complex in the Mojave Wasteland originally operated by the New California Republic. The facility was overrun by its prisoners, who became known as Powder Gangers. Cell Block A is marked by signage indicating it housed inmates with surnames in the first half of the alphabet, while Cell Block B served the latter half. The blocks contain rows of cells with bunk beds and reflect the prison's bureaucratic origins. The presence of a functioning merchant among the inmates speaks to the degree of self-organization the Powder Gangers have achieved since seizing control.","powder_gangers,ncr","The NCR Correctional Facility in the Mojave Wasteland was a prison overrun by its inmates, known as Powder Gangers. The facility contains two main detention buildings, Cell Block A and Cell Block B, which hold multiple cells with bunk beds. One of the Powder Gangers operates as a merchant from within the cell blocks.",mojave,"carter powder ganger merchant,cell block detention,inmate housing cells,mojave wasteland prison,ncr correctional facility,powder ganger prison",location
frag_mine,,"The Frag Mine is a proximity-fused land mine commonly encountered throughout the Capital Wasteland. Its tan disc-shaped casing is painted for camouflage in arid environments, with a red arming button and indicator light. When deployed, the mine remains dormant until a target approaches, triggering a proximity fuse that emits an audible beeping warning before detonation. The device deals blast damage within a limited radius, and mines placed close together can chain-detonate. Hovering robots such as Mister Handy and Mister Gutsy units do not trigger the mines by proximity but can still be damaged by the blasts.","soldier,engineer,raider,survivalist","The frag mine is a disc-shaped explosive device used as a placed anti-personnel weapon. Its tan casing is painted for camouflage in desert terrain. When armed, a red light glows and the mine emits a beeping sound as a target approaches. The mine detonates after a brief fuse delay, inflicting blast damage within a limited radius.",common,"anti-personnel mine,blast radius weapon,capital wasteland ordnance,disarmable explosive,explosive trap device,proximity land mine",weapon
